SITE,YEAR,MONTH,RTcount,RTpercent,QCcount,QCpercent
BONC,2011,04,710,98.00,703,97.00
BONC,2011,05,738,99.00,733,98.00
BONC,2011,06,660,91.00,648,90.00
BONC,2011,07,584,78.00,584,78.00
BONC,2011,08,433,58.00,435,58.00
BONC,2011,09,535,74.00,534,74.00
BONC,2011,10,446,59.00,447,60.00
BONC,2011,11,667,92.00,665,92.00
BONC,2011,12,744,100.00,738,99.00
BONC,2012,01,702,94.00,695,93.00
BONC,2012,02,611,87.00,608,87.00
BONC,2012,03,196,26.00,193,25.00
BONC,2012,04,618,85.00,616,85.00
BONC,2012,05,689,92.00,682,91.00
BONC,2012,06,623,86.00,601,83.00
BONC,2012,07,740,99.00,736,98.00
BONC,2012,08,742,99.00,741,99.00
BONC,2012,09,688,95.00,678,94.00
BONC,2012,10,721,96.00,715,96.00
BONC,2012,11,681,94.00,678,94.00
BONC,2012,12,647,86.00,640,86.00
BONC,2013,01,677,90.00,654,87.00
BONC,2013,02,571,84.00,565,84.00
BONC,2013,03,693,93.00,683,91.00
BONC,2013,04,713,99.00,710,98.00
BONC,2013,05,735,98.00,730,98.00
BONC,2013,06,719,99.00,716,99.00
BONC,2013,07,513,68.00,512,68.00
BONC,2013,08,317,42.00,314,42.00
BONC,2013,09,0,0.00,0,0.00
BONC,2013,10,0,0.00,0,0.00
BONC,2013,11,695,96.00,360,50.00
BONC,2013,12,723,97.00,723,97.00
BONC,2014,01,606,81.00,612,82.00
BONC,2014,02,632,94.00,632,94.00
BONC,2014,03,712,95.00,706,94.00
BONC,2014,04,695,96.00,692,96.00
BONC,2014,05,737,99.00,735,98.00
BONC,2014,06,682,94.00,679,94.00
BONC,2014,07,675,90.00,571,76.00
BONC,2014,08,117,15.00,0,0.00
BONC,2014,09,647,89.00,48,6.00
BONC,2014,10,366,49.00,365,49.00
BONC,2014,11,585,81.00,717,99.00
BONC,2014,12,421,56.00,733,98.00
BONC,2015,01,329,44.00,620,83.00
BONC,2015,02,397,59.00,633,94.00
BONC,2015,03,454,61.00,717,96.00
BONC,2015,04,465,64.00,722,100.00
BONC,2015,05,514,69.00,742,99.00
BONC,2015,06,529,73.00,730,101.00
BONC,2015,07,599,80.00,744,100.00
BONC,2015,08,516,69.00,745,100.00
BONC,2015,09,519,72.00,733,101.00
BONC,2015,10,173,23.00,391,52.00
BONC,2015,11,682,94.00,714,99.00
BONC,2015,12,688,92.00,691,92.00
BONC,2016,01,563,75.00,563,75.00
BONC,2016,02,479,68.00,479,68.00
BONC,2016,03,567,76.00,567,76.00
BONC,2016,04,57,7.00,57,7.00
BONC,2016,05,0,0.00,0,0.00
BONC,2016,06,563,78.00,563,78.00
BONC,2016,07,479,64.00,480,64.00
BONC,2016,08,499,67.00,502,67.00
BONC,2016,09,456,63.00,453,62.00
BONC,2016,10,713,95.00,715,96.00
BONC,2016,11,712,98.00,714,99.00
BONC,2016,12,700,94.00,705,94.00
BONC,2017,01,700,94.00,709,95.00
BONC,2017,02,633,94.00,641,95.00
BONC,2017,03,385,51.00,393,52.00
BONC,2017,04,0,0.00,0,0.00
BONC,2017,05,0,0.00,0,0.00
BONC,2017,06,0,0.00,0,0.00
BONC,2017,07,0,0.00,0,0.00
BONC,2017,08,0,0.00,0,0.00
BONC,2017,09,0,0.00,0,0.00
BONC,2017,10,0,0.00,0,0.00
BONC,2017,11,0,0.00,0,0.00
BONC,2017,12,0,0.00,0,0.00
BONC,2018,01,0,0.00,0,0.00
BONC,2018,02,0,0.00,0,0.00
BONC,2018,03,0,0.00,0,0.00
BONC,2018,04,0,0.00,0,0.00
BONC,2018,05,0,0.00,0,0.00
BONC,2018,06,0,0.00,0,0.00
BONC,2018,07,0,0.00,0,0.00
BONC,2018,08,0,0.00,0,0.00
BONC,2018,09,0,0.00,0,0.00
BONC,2018,10,0,0.00,0,0.00
BONC,2018,11,0,0.00,0,0.00
BONC,2018,12,0,0.00,0,0.00
BONC,2019,01,0,0.00,0,0.00
BONC,2019,02,0,0.00,0,0.00
BONC,2019,03,0,0.00,0,0.00
BONC,2019,04,0,0.00,0,0.00
BONC,2019,05,0,0.00,0,0.00
BONC,2019,06,0,0.00,0,0.00
BONC,2019,07,0,0.00,0,0.00
BONC,2019,08,0,0.00,0,0.00
BONC,2019,09,0,0.00,0,0.00
BONC,2019,10,0,0.00,0,0.00
BONC,2019,11,0,0.00,0,0.00
BONC,2019,12,0,0.00,0,0.00
BONC,2020,01,0,0.00,0,0.00
BONC,2020,02,0,0.00,0,0.00
BONC,2020,03,0,0.00,0,0.00
BONC,2020,04,0,0.00,0,0.00
BONC,2020,05,0,0.00,0,0.00
BONC,2020,06,0,0.00,0,0.00
BONC,2020,07,0,0.00,0,0.00
BONC,2020,08,0,0.00,0,0.00
BONC,2020,09,0,0.00,0,0.00
BONC,2020,10,0,0.00,0,0.00
BONC,2020,11,0,0.00,0,0.00
BONC,2020,12,0,0.00,0,0.00
BONC,2021,01,0,0.00,0,0.00
BONC,2021,02,0,0.00,0,0.00
BONC,2021,03,0,0.00,0,0.00
BONC,2021,04,0,0.00,0,0.00
BONC,2021,05,0,0.00,0,0.00
BONC,2021,06,0,0.00,0,0.00
BONC,2021,07,0,0.00,0,0.00
BONC,2021,08,0,0.00,0,0.00
BONC,2021,09,0,0.00,0,0.00
BONC,2021,10,0,0.00,0,0.00
BONC,2021,11,0,0.00,0,0.00
BONC,2021,12,0,0.00,0,0.00
BONC,2022,01,0,0.00,0,0.00
BONC,2022,02,0,0.00,0,0.00
BONC,2022,03,0,0.00,0,0.00
BONC,2022,04,0,0.00,0,0.00
BONC,2022,05,0,0.00,0,0.00
BONC,2022,06,0,0.00,0,0.00
BONC,2022,07,0,0.00,0,0.00
BONC,2022,08,0,0.00,0,0.00
BONC,2022,09,0,0.00,0,0.00
BONC,2022,10,0,0.00,0,0.00
BONC,2022,11,0,0.00,0,0.00
BONC,2022,12,0,0.00,0,0.00
BONC,2023,01,0,0.00,0,0.00
BONC,2023,02,0,0.00,0,0.00
BONC,2023,03,0,0.00,0,0.00
BONC,2023,04,0,0.00,0,0.00
BONC,2023,05,0,0.00,0,0.00
BONC,2023,06,0,0.00,0,0.00
BONC,2023,07,0,0.00,0,0.00
BONC,2023,08,0,0.00,0,0.00
BONC,2023,09,0,0.00,0,0.00
BONC,2023,10,0,0.00,0,0.00
BONC,2023,11,0,0.00,0,0.00
BONC,2023,12,0,0.00,0,0.00
SAG,2007,01,0,0.00,0,0.00
SAG,2007,02,0,0.00,0,0.00
SAG,2007,03,0,0.00,0,0.00
SAG,2007,04,0,0.00,0,0.00
SAG,2007,05,0,0.00,0,0.00
SAG,2007,06,0,0.00,0,0.00
SAG,2007,07,0,0.00,0,0.00
SAG,2007,08,0,0.00,0,0.00
SAG,2007,09,0,0.00,0,0.00
SAG,2007,10,0,0.00,0,0.00
SAG,2007,11,0,0.00,0,0.00
SAG,2007,12,0,0.00,0,0.00
SAG,2008,01,0,0.00,0,0.00
SAG,2008,02,0,0.00,0,0.00
SAG,2008,03,0,0.00,0,0.00
SAG,2008,04,0,0.00,0,0.00
SAG,2008,05,0,0.00,0,0.00
SAG,2008,06,0,0.00,0,0.00
SAG,2008,07,0,0.00,0,0.00
SAG,2008,08,0,0.00,0,0.00
SAG,2008,09,0,0.00,0,0.00
SAG,2008,10,0,0.00,0,0.00
SAG,2008,11,0,0.00,0,0.00
SAG,2008,12,0,0.00,0,0.00
SAG,2009,01,0,0.00,0,0.00
SAG,2009,02,0,0.00,0,0.00
SAG,2009,03,0,0.00,0,0.00
SAG,2009,04,0,0.00,0,0.00
SAG,2009,05,0,0.00,0,0.00
SAG,2009,06,0,0.00,0,0.00
SAG,2009,07,0,0.00,0,0.00
SAG,2009,08,0,0.00,0,0.00
SAG,2009,09,0,0.00,0,0.00
SAG,2009,10,0,0.00,0,0.00
SAG,2009,11,14,1.00,14,1.00
SAG,2009,12,718,96.00,445,59.00
SAG,2010,01,551,74.00,538,72.00
SAG,2010,02,1,0.00,1,0.00
SAG,2010,03,3,0.00,3,0.00
SAG,2010,04,364,50.00,359,49.00
SAG,2010,05,157,21.00,157,21.00
SAG,2010,06,210,29.00,212,29.00
SAG,2010,07,611,82.00,744,100.00
SAG,2010,08,614,82.00,716,96.00
SAG,2010,09,720,100.00,696,96.00
SAG,2010,10,743,99.00,0,0.00
SAG,2010,11,687,95.00,480,66.00
SAG,2010,12,737,99.00,691,92.00
SAG,2011,01,736,98.00,742,99.00
SAG,2011,02,653,97.00,653,97.00
SAG,2011,03,316,42.00,475,63.00
SAG,2011,04,720,100.00,720,100.00
SAG,2011,05,481,64.00,534,71.00
SAG,2011,06,720,100.00,720,100.00
SAG,2011,07,710,95.00,710,95.00
SAG,2011,08,180,24.00,180,24.00
SAG,2011,09,389,54.00,389,54.00
SAG,2011,10,711,95.00,711,95.00
SAG,2011,11,640,88.00,618,85.00
SAG,2011,12,722,97.00,696,93.00
SAG,2012,01,737,99.00,714,95.00
SAG,2012,02,692,99.00,692,99.00
SAG,2012,03,744,100.00,744,100.00
SAG,2012,04,719,99.00,254,35.00
SAG,2012,05,744,100.00,232,31.00
SAG,2012,06,720,100.00,40,5.00
SAG,2012,07,549,73.00,2,0.00
SAG,2012,08,743,99.00,739,99.00
SAG,2012,09,673,93.00,672,93.00
SAG,2012,10,360,48.00,360,48.00
SAG,2012,11,549,76.00,547,75.00
SAG,2012,12,694,93.00,694,93.00
SAG,2013,01,554,74.00,554,74.00
SAG,2013,02,661,98.00,181,26.00
SAG,2013,03,742,99.00,742,99.00
SAG,2013,04,427,59.00,427,59.00
SAG,2013,05,441,59.00,426,57.00
SAG,2013,06,700,97.00,681,94.00
SAG,2013,07,655,88.00,655,88.00
SAG,2013,08,719,96.00,719,96.00
SAG,2013,09,718,99.00,718,99.00
SAG,2013,10,718,96.00,718,96.00
SAG,2013,11,684,95.00,581,80.00
SAG,2013,12,734,98.00,734,98.00
SAG,2014,01,725,97.00,725,97.00
SAG,2014,02,572,85.00,572,85.00
SAG,2014,03,241,32.00,618,83.00
SAG,2014,04,538,74.00,538,74.00
SAG,2014,05,417,56.00,417,56.00
SAG,2014,06,621,86.00,620,86.00
SAG,2014,07,671,90.00,670,90.00
SAG,2014,08,737,99.00,737,99.00
SAG,2014,09,699,97.00,690,95.00
SAG,2014,10,735,98.00,735,98.00
SAG,2014,11,614,85.00,614,85.00
SAG,2014,12,645,86.00,644,86.00
SAG,2015,01,710,95.00,709,95.00
SAG,2015,02,346,51.00,338,50.00
SAG,2015,03,436,58.00,436,58.00
SAG,2015,04,720,100.00,720,100.00
SAG,2015,05,492,66.00,492,66.00
SAG,2015,06,720,100.00,720,100.00
SAG,2015,07,742,99.00,741,99.00
SAG,2015,08,743,99.00,742,99.00
SAG,2015,09,681,94.00,676,93.00
SAG,2015,10,680,91.00,676,90.00
SAG,2015,11,719,99.00,719,99.00
SAG,2015,12,744,100.00,744,100.00
SAG,2016,01,743,99.00,742,99.00
SAG,2016,02,453,65.00,452,64.00
SAG,2016,03,743,99.00,742,99.00
SAG,2016,04,720,100.00,720,100.00
SAG,2016,05,744,100.00,743,99.00
SAG,2016,06,719,99.00,717,99.00
SAG,2016,07,707,95.00,707,95.00
SAG,2016,08,741,99.00,741,99.00
SAG,2016,09,681,94.00,681,94.00
SAG,2016,10,727,97.00,727,97.00
SAG,2016,11,713,99.00,713,99.00
SAG,2016,12,636,85.00,636,85.00
SAG,2017,01,744,100.00,744,100.00
SAG,2017,02,550,81.00,550,81.00
SAG,2017,03,478,64.00,478,64.00
SAG,2017,04,510,70.00,510,70.00
SAG,2017,05,705,94.00,705,94.00
SAG,2017,06,378,52.00,378,52.00
SAG,2017,07,736,98.00,736,98.00
SAG,2017,08,492,66.00,492,66.00
SAG,2017,09,688,95.00,688,95.00
SAG,2017,10,540,72.00,540,72.00
SAG,2017,11,620,86.00,620,86.00
SAG,2017,12,722,97.00,722,97.00
SAG,2018,01,703,94.00,703,94.00
SAG,2018,02,525,78.00,525,78.00
SAG,2018,03,725,97.00,725,97.00
SAG,2018,04,665,92.00,0,0.00
SAG,2018,05,569,76.00,569,76.00
SAG,2018,06,681,94.00,681,94.00
SAG,2018,07,357,47.00,357,47.00
SAG,2018,08,0,0.00,0,0.00
SAG,2018,09,370,51.00,370,51.00
SAG,2018,10,380,51.00,380,51.00
SAG,2018,11,676,93.00,676,93.00
SAG,2018,12,194,26.00,194,26.00
SAG,2019,01,593,79.00,593,79.00
SAG,2019,02,44,6.00,44,6.00
SAG,2019,03,587,78.00,587,78.00
SAG,2019,04,690,95.00,690,95.00
SAG,2019,05,398,53.00,398,53.00
SAG,2019,06,82,11.00,82,11.00
SAG,2019,07,522,70.00,522,70.00
SAG,2019,08,364,48.00,364,48.00
SAG,2019,09,344,47.00,344,47.00
SAG,2019,10,641,86.00,641,86.00
SAG,2019,11,484,67.00,484,67.00
SAG,2019,12,333,44.00,333,44.00
SAG,2020,01,521,70.00,521,70.00
SAG,2020,02,426,61.00,426,61.00
SAG,2020,03,422,56.00,422,56.00
SAG,2020,04,568,78.00,568,78.00
SAG,2020,05,542,72.00,542,72.00
SAG,2020,06,113,15.00,113,15.00
SAG,2020,07,265,35.00,265,35.00
SAG,2020,08,516,69.00,516,69.00
SAG,2020,09,619,85.00,619,85.00
SAG,2020,10,359,48.00,359,48.00
SAG,2020,11,365,50.00,365,50.00
SAG,2020,12,37,4.00,37,4.00
SAG,2021,01,0,0.00,0,0.00
SAG,2021,02,0,0.00,0,0.00
SAG,2021,03,0,0.00,0,0.00
SAG,2021,04,0,0.00,0,0.00
SAG,2021,05,0,0.00,0,0.00
SAG,2021,06,0,0.00,0,0.00
SAG,2021,07,0,0.00,0,0.00
SAG,2021,08,0,0.00,0,0.00
SAG,2021,09,433,60.00,433,60.00
SAG,2021,10,433,58.00,433,58.00
SAG,2021,11,238,33.00,226,31.00
SAG,2021,12,0,0.00,0,0.00
SAG,2022,01,0,0.00,0,0.00
SAG,2022,02,0,0.00,0,0.00
SAG,2022,03,0,0.00,0,0.00
SAG,2022,04,0,0.00,0,0.00
SAG,2022,05,0,0.00,0,0.00
SAG,2022,06,0,0.00,0,0.00
SAG,2022,07,0,0.00,0,0.00
SAG,2022,08,0,0.00,0,0.00
SAG,2022,09,0,0.00,0,0.00
SAG,2022,10,0,0.00,0,0.00
SAG,2022,11,0,0.00,0,0.00
SAG,2022,12,0,0.00,0,0.00
SAG,2023,01,0,0.00,0,0.00
SAG,2023,02,0,0.00,0,0.00
SAG,2023,03,0,0.00,0,0.00
SAG,2023,04,0,0.00,0,0.00
SAG,2023,05,0,0.00,0,0.00
SAG,2023,06,0,0.00,0,0.00
SAG,2023,07,0,0.00,0,0.00
SAG,2023,08,0,0.00,0,0.00
SAG,2023,09,0,0.00,0,0.00
SAG,2023,10,0,0.00,0,0.00
SAG,2023,11,0,0.00,0,0.00
SAG,2023,12,0,0.00,0,0.00
ROT,2007,01,0,0.00,0,0.00
ROT,2007,02,0,0.00,0,0.00
ROT,2007,03,0,0.00,0,0.00
ROT,2007,04,0,0.00,0,0.00
ROT,2007,05,0,0.00,0,0.00
ROT,2007,06,0,0.00,0,0.00
ROT,2007,07,0,0.00,0,0.00
ROT,2007,08,0,0.00,0,0.00
ROT,2007,09,0,0.00,0,0.00
ROT,2007,10,0,0.00,0,0.00
ROT,2007,11,0,0.00,0,0.00
ROT,2007,12,0,0.00,0,0.00
ROT,2008,01,0,0.00,0,0.00
ROT,2008,02,0,0.00,0,0.00
ROT,2008,03,0,0.00,0,0.00
ROT,2008,04,0,0.00,0,0.00
ROT,2008,05,0,0.00,0,0.00
ROT,2008,06,0,0.00,0,0.00
ROT,2008,07,0,0.00,0,0.00
ROT,2008,08,0,0.00,0,0.00
ROT,2008,09,0,0.00,0,0.00
ROT,2008,10,0,0.00,0,0.00
ROT,2008,11,0,0.00,0,0.00
ROT,2008,12,0,0.00,0,0.00
ROT,2009,01,0,0.00,0,0.00
ROT,2009,02,0,0.00,0,0.00
ROT,2009,03,0,0.00,0,0.00
ROT,2009,04,0,0.00,0,0.00
ROT,2009,05,0,0.00,0,0.00
ROT,2009,06,0,0.00,0,0.00
ROT,2009,07,0,0.00,0,0.00
ROT,2009,08,0,0.00,0,0.00
ROT,2009,09,0,0.00,0,0.00
ROT,2009,10,0,0.00,0,0.00
ROT,2009,11,0,0.00,0,0.00
ROT,2009,12,0,0.00,0,0.00
ROT,2010,01,0,0.00,0,0.00
ROT,2010,02,0,0.00,3,0.00
ROT,2010,03,489,65.00,494,66.00
ROT,2010,04,704,97.00,704,97.00
ROT,2010,05,553,74.00,554,74.00
ROT,2010,06,476,66.00,476,66.00
ROT,2010,07,85,11.00,85,11.00
ROT,2010,08,729,97.00,729,97.00
ROT,2010,09,695,96.00,695,96.00
ROT,2010,10,624,83.00,624,83.00
ROT,2010,11,480,66.00,275,38.00
ROT,2010,12,711,95.00,711,95.00
ROT,2011,01,744,100.00,744,100.00
ROT,2011,02,647,96.00,647,96.00
ROT,2011,03,716,96.00,168,22.00
ROT,2011,04,715,99.00,715,99.00
ROT,2011,05,741,99.00,741,99.00
ROT,2011,06,709,98.00,576,80.00
ROT,2011,07,721,96.00,721,96.00
ROT,2011,08,549,73.00,549,73.00
ROT,2011,09,715,99.00,715,99.00
ROT,2011,10,720,96.00,640,86.00
ROT,2011,11,575,79.00,556,77.00
ROT,2011,12,685,92.00,685,92.00
ROT,2012,01,690,92.00,138,18.00
ROT,2012,02,696,100.00,643,92.00
ROT,2012,03,676,90.00,676,90.00
ROT,2012,04,683,94.00,639,88.00
ROT,2012,05,743,99.00,743,99.00
ROT,2012,06,687,95.00,0,0.00
ROT,2012,07,736,98.00,736,98.00
ROT,2012,08,669,89.00,629,84.00
ROT,2012,09,712,98.00,712,98.00
ROT,2012,10,572,76.00,574,77.00
ROT,2012,11,638,88.00,636,88.00
ROT,2012,12,743,99.00,743,99.00
ROT,2013,01,699,93.00,699,93.00
ROT,2013,02,556,82.00,556,82.00
ROT,2013,03,728,97.00,728,97.00
ROT,2013,04,703,97.00,703,97.00
ROT,2013,05,718,96.00,718,96.00
ROT,2013,06,699,97.00,699,97.00
ROT,2013,07,669,89.00,669,89.00
ROT,2013,08,715,96.00,557,74.00
ROT,2013,09,565,78.00,565,78.00
ROT,2013,10,538,72.00,538,72.00
ROT,2013,11,510,70.00,425,59.00
ROT,2013,12,622,83.00,622,83.00
ROT,2014,01,743,99.00,743,99.00
ROT,2014,02,625,93.00,625,93.00
ROT,2014,03,740,99.00,735,98.00
ROT,2014,04,690,95.00,690,95.00
ROT,2014,05,713,95.00,712,95.00
ROT,2014,06,666,92.00,666,92.00
ROT,2014,07,723,97.00,723,97.00
ROT,2014,08,733,98.00,733,98.00
ROT,2014,09,703,97.00,703,97.00
ROT,2014,10,743,99.00,743,99.00
ROT,2014,11,453,62.00,453,62.00
ROT,2014,12,694,93.00,694,93.00
ROT,2015,01,588,79.00,588,79.00
ROT,2015,02,668,99.00,666,99.00
ROT,2015,03,727,97.00,721,96.00
ROT,2015,04,698,96.00,671,93.00
ROT,2015,05,744,100.00,730,98.00
ROT,2015,06,710,98.00,697,96.00
ROT,2015,07,730,98.00,727,97.00
ROT,2015,08,656,88.00,651,87.00
ROT,2015,09,719,99.00,685,95.00
ROT,2015,10,735,98.00,718,96.00
ROT,2015,11,691,95.00,691,95.00
ROT,2015,12,720,96.00,720,96.00
ROT,2016,01,733,98.00,731,98.00
ROT,2016,02,695,99.00,695,99.00
ROT,2016,03,743,99.00,741,99.00
ROT,2016,04,700,97.00,697,96.00
ROT,2016,05,743,99.00,743,99.00
ROT,2016,06,709,98.00,706,98.00
ROT,2016,07,742,99.00,741,99.00
ROT,2016,08,741,99.00,741,99.00
ROT,2016,09,660,91.00,660,91.00
ROT,2016,10,702,94.00,702,94.00
ROT,2016,11,718,99.00,717,99.00
ROT,2016,12,744,100.00,744,100.00
ROT,2017,01,744,100.00,744,100.00
ROT,2017,02,661,98.00,661,98.00
ROT,2017,03,548,73.00,548,73.00
ROT,2017,04,713,99.00,713,99.00
ROT,2017,05,740,99.00,740,99.00
ROT,2017,06,710,98.00,710,98.00
ROT,2017,07,744,100.00,744,100.00
ROT,2017,08,677,90.00,676,90.00
ROT,2017,09,689,95.00,689,95.00
ROT,2017,10,714,95.00,714,95.00
ROT,2017,11,720,100.00,720,100.00
ROT,2017,12,588,79.00,588,79.00
ROT,2018,01,740,99.00,740,99.00
ROT,2018,02,666,99.00,666,99.00
ROT,2018,03,728,97.00,728,97.00
ROT,2018,04,711,98.00,711,98.00
ROT,2018,05,710,95.00,710,95.00
ROT,2018,06,581,80.00,581,80.00
ROT,2018,07,744,100.00,744,100.00
ROT,2018,08,733,98.00,733,98.00
ROT,2018,09,718,99.00,718,99.00
ROT,2018,10,648,87.00,648,87.00
ROT,2018,11,534,74.00,534,74.00
ROT,2018,12,632,84.00,632,84.00
ROT,2019,01,743,99.00,743,99.00
ROT,2019,02,668,99.00,668,99.00
ROT,2019,03,717,96.00,717,96.00
ROT,2019,04,504,70.00,504,70.00
ROT,2019,05,657,88.00,657,88.00
ROT,2019,06,135,18.00,135,18.00
ROT,2019,07,0,0.00,1,0.00
ROT,2019,08,0,0.00,0,0.00
ROT,2019,09,0,0.00,0,0.00
ROT,2019,10,0,0.00,0,0.00
ROT,2019,11,0,0.00,0,0.00
ROT,2019,12,0,0.00,0,0.00
ROT,2020,01,0,0.00,0,0.00
ROT,2020,02,0,0.00,0,0.00
ROT,2020,03,0,0.00,0,0.00
ROT,2020,04,0,0.00,0,0.00
ROT,2020,05,0,0.00,0,0.00
ROT,2020,06,0,0.00,0,0.00
ROT,2020,07,0,0.00,0,0.00
ROT,2020,08,0,0.00,0,0.00
ROT,2020,09,0,0.00,0,0.00
ROT,2020,10,0,0.00,0,0.00
ROT,2020,11,0,0.00,0,0.00
ROT,2020,12,0,0.00,0,0.00
ROT,2021,01,0,0.00,0,0.00
ROT,2021,02,0,0.00,0,0.00
ROT,2021,03,0,0.00,0,0.00
ROT,2021,04,0,0.00,0,0.00
ROT,2021,05,0,0.00,0,0.00
ROT,2021,06,0,0.00,0,0.00
ROT,2021,07,0,0.00,0,0.00
ROT,2021,08,0,0.00,0,0.00
ROT,2021,09,0,0.00,0,0.00
ROT,2021,10,0,0.00,0,0.00
ROT,2021,11,0,0.00,0,0.00
ROT,2021,12,0,0.00,0,0.00
ROT,2022,01,0,0.00,0,0.00
ROT,2022,02,0,0.00,0,0.00
ROT,2022,03,0,0.00,0,0.00
ROT,2022,04,0,0.00,0,0.00
ROT,2022,05,0,0.00,0,0.00
ROT,2022,06,540,75.00,540,75.00
ROT,2022,07,631,84.00,631,84.00
ROT,2022,08,353,47.00,353,47.00
ROT,2022,09,392,54.00,392,54.00
ROT,2022,10,601,80.00,601,80.00
ROT,2022,11,123,17.00,123,17.00
ROT,2022,12,290,38.00,290,38.00
ROT,2023,01,253,34.00,0,0.00
ROT,2023,02,1,0.00,0,0.00
ROT,2023,03,9,1.00,0,0.00
ROT,2023,04,0,0.00,0,0.00
ROT,2023,05,0,0.00,0,0.00
ROT,2023,06,0,0.00,0,0.00
ROT,2023,07,0,0.00,0,0.00
ROT,2023,08,0,0.00,0,0.00
ROT,2023,09,0,0.00,0,0.00
ROT,2023,10,0,0.00,0,0.00
ROT,2023,11,0,0.00,0,0.00
ROT,2023,12,0,0.00,0,0.00
TURQ,2007,01,0,0.00,0,0.00
TURQ,2007,02,0,0.00,0,0.00
TURQ,2007,03,0,0.00,0,0.00
TURQ,2007,04,0,0.00,0,0.00
TURQ,2007,05,0,0.00,0,0.00
TURQ,2007,06,0,0.00,0,0.00
TURQ,2007,07,0,0.00,0,0.00
TURQ,2007,08,0,0.00,0,0.00
TURQ,2007,09,0,0.00,0,0.00
TURQ,2007,10,0,0.00,0,0.00
TURQ,2007,11,0,0.00,0,0.00
TURQ,2007,12,0,0.00,0,0.00
TURQ,2008,01,0,0.00,0,0.00
TURQ,2008,02,0,0.00,0,0.00
TURQ,2008,03,0,0.00,0,0.00
TURQ,2008,04,0,0.00,0,0.00
TURQ,2008,05,0,0.00,0,0.00
TURQ,2008,06,0,0.00,0,0.00
TURQ,2008,07,0,0.00,0,0.00
TURQ,2008,08,0,0.00,0,0.00
TURQ,2008,09,0,0.00,0,0.00
TURQ,2008,10,0,0.00,0,0.00
TURQ,2008,11,0,0.00,0,0.00
TURQ,2008,12,0,0.00,0,0.00
TURQ,2009,01,0,0.00,0,0.00
TURQ,2009,02,0,0.00,0,0.00
TURQ,2009,03,87,11.00,87,11.00
TURQ,2009,04,216,30.00,216,30.00
TURQ,2009,05,653,87.00,653,87.00
TURQ,2009,06,0,0.00,0,0.00
TURQ,2009,07,238,31.00,238,31.00
TURQ,2009,08,690,92.00,690,92.00
TURQ,2009,09,705,97.00,705,97.00
TURQ,2009,10,737,99.00,737,99.00
TURQ,2009,11,638,88.00,637,88.00
TURQ,2009,12,571,76.00,571,76.00
TURQ,2010,01,743,99.00,743,99.00
TURQ,2010,02,650,96.00,650,96.00
TURQ,2010,03,704,94.00,704,94.00
TURQ,2010,04,699,97.00,699,97.00
TURQ,2010,05,469,63.00,469,63.00
TURQ,2010,06,237,32.00,237,32.00
TURQ,2010,07,734,98.00,734,98.00
TURQ,2010,08,727,97.00,727,97.00
TURQ,2010,09,706,98.00,706,98.00
TURQ,2010,10,711,95.00,711,95.00
TURQ,2010,11,634,88.00,634,88.00
TURQ,2010,12,542,72.00,542,72.00
TURQ,2011,01,653,87.00,653,87.00
TURQ,2011,02,540,80.00,540,80.00
TURQ,2011,03,704,94.00,704,94.00
TURQ,2011,04,676,93.00,676,93.00
TURQ,2011,05,595,79.00,595,79.00
TURQ,2011,06,710,98.00,710,98.00
TURQ,2011,07,664,89.00,664,89.00
TURQ,2011,08,578,77.00,578,77.00
TURQ,2011,09,643,89.00,643,89.00
TURQ,2011,10,623,83.00,623,83.00
TURQ,2011,11,617,85.00,617,85.00
TURQ,2011,12,627,84.00,627,84.00
TURQ,2012,01,645,86.00,645,86.00
TURQ,2012,02,334,47.00,334,47.00
TURQ,2012,03,638,85.00,638,85.00
TURQ,2012,04,620,86.00,620,86.00
TURQ,2012,05,558,75.00,558,75.00
TURQ,2012,06,418,58.00,418,58.00
TURQ,2012,07,518,69.00,0,0.00
TURQ,2012,08,584,78.00,0,0.00
TURQ,2012,09,628,87.00,0,0.00
TURQ,2012,10,707,95.00,0,0.00
TURQ,2012,11,209,29.00,0,0.00
TURQ,2012,12,300,40.00,0,0.00
TURQ,2013,01,226,30.00,0,0.00
TURQ,2013,02,497,73.00,0,0.00
TURQ,2013,03,217,29.00,0,0.00
TURQ,2013,04,710,98.00,0,0.00
TURQ,2013,05,521,70.00,0,0.00
TURQ,2013,06,661,91.00,0,0.00
TURQ,2013,07,680,91.00,0,0.00
TURQ,2013,08,639,85.00,0,0.00
TURQ,2013,09,498,69.00,0,0.00
TURQ,2013,10,733,98.00,0,0.00
TURQ,2013,11,697,96.00,0,0.00
TURQ,2013,12,743,99.00,0,0.00
TURQ,2014,01,690,92.00,0,0.00
TURQ,2014,02,645,95.00,0,0.00
TURQ,2014,03,689,92.00,0,0.00
TURQ,2014,04,698,96.00,0,0.00
TURQ,2014,05,742,99.00,0,0.00
TURQ,2014,06,701,97.00,0,0.00
TURQ,2014,07,724,97.00,0,0.00
TURQ,2014,08,738,99.00,0,0.00
TURQ,2014,09,700,97.00,0,0.00
TURQ,2014,10,722,97.00,0,0.00
TURQ,2014,11,583,80.00,0,0.00
TURQ,2014,12,473,63.00,0,0.00
TURQ,2015,01,685,92.00,711,95.00
TURQ,2015,02,538,80.00,598,88.00
TURQ,2015,03,617,82.00,677,90.00
